,,Šilumos suvartojimo ir mokėjimų už šilumą analizė Lietuvos miestų daugiabučiuose gyvenamuosiuose namuose (2018 m. vasario mėn.),,,,,,,,,,,,,,,,,,,,,,,
Pastatų grupės kategorija pagal šilumos suvartojimą,Nr.,Įmonė,Miestas,Vidutinė lauko oro temperatūra,Vidutinis šilumos suvartojimas šildymui daugiabučiuose namuose,Vidutinis mokėjimas už šilumą 1 m² ploto šildymui (su PVM),Dieno- laipsniai,Adresas,Namo renovacijos tipas,Butų sk.,Statybos metai,Suvartotas šilumos kiekis,,,,,,Namo plotas,Apmokestinta šiluma šildymui gyventojams,Butų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotasButų plotas,Šilumos suvartojimas šildymui,Šilumos kaina gyventojams (su PVM),Mokėjimai už šilumą 1 m² ploto šildymui (su PVM),Šilumos suvartojimas 60 m² ploto buto šildymui,Mokėjimai už šilumą 60 m² ploto buto šildymui (su PVM)
,,,,,,,,,,,,Iš viso,Karštam vandeniui ruošti,Karšto vandens temp. palaikymui,Su nepaskirstytu karštu vandeniu,Bendrosioms reikmėms,Butų ir kitų patalpų šildymui,,,,,,,,
,,,,0C,MWh/m²/mėn,Eur/m²/mėn,vnt.,,,vnt.,metai,MWh,MWh,MWh,MWh,MWh,MWh,m²,MWh,m²,MWh/m²/mėn,EUR/MWh,EUR/m²/mėn,kWh/mėn,EUR/mėn
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
"I. Daugiabučiai suvartojantys mažiausiai šilumos (naujos statybos, kokybiški namai)",1,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Jaunimo 4 (renov.)*,Pilnai renovuotas,64,1987,"18,5","6,1","5,7",0,0,"6,7","2419,1","6,7","2419,1",277,"61,3","0,17","165,93","10,17"
,87,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Ašmenos 1-oji g. 10,,86,2006,"58,2","12,8","1,1",0,0,"44,3","5046,7","44,3","5046,7",877,"61,3","0,54","526,14","32,25"
,147,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Radvilėnų 5,,60,2005,"62,2",9,"4,3","0,3",0,"48,5","4933,5","46,7","4747,3",983,"61,3","0,6","590,09","36,17"
,188,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Archyvo 48,,38,2004,31,"4,5","0,2",0,0,"26,4","2371,7","26,4","2371,7","1,113","61,3","0,68","667,88","40,94"
,197,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Karaliaus Mindaugo 7,,18,2006,"25,8","1,9","0,8","0,2",0,"22,9","1988,3","18,3","1587,5","1,151","61,3","0,71","690,45","42,32"
,205,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Krėvės 82B,,118,2007,"120,5","18,2","11,4",0,0,"90,9","7726,7",82,6972,"1,176","61,3","0,72","705,82","43,27"
,219,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Sukilėlių 87A,,72,2005,"81,2",11,"2,6","1,5",0,"66,1","5346,2","66,1","5346,2","1,237","61,3","0,76","742,4","45,51"
,227,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Geležinio Vilko 1A,,51,2005,"47,4","6,4","0,3",0,0,"40,6","3073,9","39,7","3001,7","1,322","61,3","0,81","792,93","48,61"
,229,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Saulės 3,,22,2006,28,"4,9","0,5",0,0,"22,6","1697,8","22,6","1697,8","1,332","61,3","0,82","799,01","48,98"
,237,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Prūsų g. 15,,39,2007,"40,5","5,7","0,9",0,0,"33,9","2368,8","33,9","2368,8","1,432","61,3","0,88","859,23","52,67"
,254,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Vievio 54 (renov.),,38,1990,30,"5,3","7,5","0,4",0,"16,7","2118,6","16,7","2118,6",790,"61,3","0,48","473,81","29,04"
,299,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Škirpos K. g. 15 (renov.)***,Pilnai renovuotas,56,1978,"46,7","7,2","1,8","0,7",0,37,"3531,4",37,"3531,4","1,047","61,3","0,64","628,3","38,51"
,306,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Kovo 11-osios 114 (renov.),,100,1972,71,"10,9","11,8","-0,8",0,"49,1","4425,3","49,1","4425,3","1,11","61,3","0,68","665,72","40,81"
,307,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Krėvės 115 A (renov)**,Pilnai renovuotas,72,1975,"52,3","7,9","2,3",0,0,"42,1","3784,1","42,1","3784,1","1,113","61,3","0,68","667,84","40,94"
,318,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Krėvės 61 (renov.),,60,1968,45,"6,4","7,9","-2,3",0,33,"2714,9",33,"2714,9","1,215","61,3","0,74","729,08","44,69"
,322,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Lukšio P. 4 (renov.)***,Pilnai renovuotas,54,1982,"50,3","4,3","1,9",0,0,"44,1","3554,8","44,1","3554,8","1,242","61,3","0,76","745,03","45,67"
,334,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Jėgainės 23 (renov),,12,1956,"10,4","1,6",0,0,"0,3","8,5","640,3","8,5","640,3","1,331","61,3","0,82","798,6","48,95"
,346,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Masiulio T. 1 (renov),,20,1959,"17,1","2,9",0,0,"0,7","13,5","985,6","12,9","941,1","1,369","61,3","0,84","821,18","50,34"
,379,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Sąjungos a. 7 (renov.)***,Pilnai renovuotas,32,1962,"26,7","3,6","1,4",0,0,"21,6","1419,3","21,6","1419,3","1,523","61,3","0,93","913,94","56,02"
,423,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Sąjungos a. 10 (renov.),,63,1960,"20,9","3,4","2,1","-0,3",0,"15,6",924,"15,6",924,"1,693","61,3","1,04","1016,06","62,28"
,552,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Lukšos-Daumanto 2,,41,1987,"56,5","3,7","5,8",0,0,47,"2323,4","33,5","1658,2","2,022","61,3","1,24","1213,21","74,37"
,622,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Partizanų 198,,59,1981,99,"6,7","13,1",0,0,"79,2","3418,8","77,8","3356,3","2,317","61,3","1,42","1390,49","85,24"
,638,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Šiaurės 101,,57,1982,"105,3","7,5","14,5","1,3",0,"82,1","3486,1","82,1","3486,1","2,354","61,3","1,44","1412,36","86,58"
,649,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Gravrogkų 17,,118,1961,"74,1","9,4","2,3",0,0,"62,4",2620,"62,4",2620,"2,382","61,3","1,46","1429,41","87,62"
,656,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Šiaurės 1,,47,1981,"89,9","5,5","13,1",0,0,"71,3","2980,6","68,3","2853,9","2,392","61,3","1,47","1435,27","87,98"
,679,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Pašilės 96,,54,1987,"68,4","5,6","9,1","-0,1",0,"53,8","2179,6","53,8","2179,6","2,468","61,3","1,51","1480,72","90,77"
,684,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Lukšio 64,,47,1979,"92,2","6,7","11,3",0,0,"73,9","2974,9","72,5","2918,3","2,484","61,3","1,52","1490,28","91,35"
,686,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Partizanų 20,,108,1968,"90,7","7,5","19,4",0,0,"63,8","2559,3","63,8","2559,3","2,492","61,3","1,53","1495,01","91,64"
,706,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Baltų 2,,92,1991,121,"8,1","16,7",0,0,"96,2","3724,7","91,7","3549,5","2,583","61,3","1,58","1549,9","95,01"
,717,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Taikos 39,,107,1974,"89,9",9,"12,8",0,0,"68,1",2560,"66,6","2503,1","2,66","61,3","1,63","1596,27","97,85"
,814,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Baršausko 78,,32,1961,"40,7","3,2",0,0,0,"37,4","1429,6","37,4","1429,6","2,619","61,3","1,61","1571,69","96,34"
,829,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Draugystės 6,,55,1977,"76,4","4,5","11,7",0,0,"60,2","2217,3","60,2","2217,3","2,716","61,3","1,67","1629,81","99,91"
,886,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Savanorių 237,,22,1958,"46,6",0,0,0,0,"46,6","1528,3",34,"1113,7","3,049","61,3","1,87","1829,13","112,13"
,899,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Kalantos R. 23,,28,1957,"46,1",0,0,0,0,"46,1","1462,5",41,"1301,1","3,154","61,3","1,93","1892,1","115,99"
,947,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Juozapavičiaus 48 A,,25,1957,"54,6",0,0,0,0,"54,6","1561,5","54,6","1561,5","3,499","61,3","2,15","2099,57","128,7"
,977,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Strazdo A. 77,,24,1962,"14,8",0,0,0,0,"14,8",402,"14,8",402,"3,829","61,3","2,37","2297,59","141,99"
,984,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Armatūrininkų 6,,7,1959,13,0,0,0,0,13,322,13,322,"4,034","61,3","2,47","2420,65","148,39"
,991,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Stulginskio A. 64,,18,1959,"41,9",2,0,0,0,40,"963,8",40,"963,8","4,145","61,3","2,54","2487,2","152,47"
,995,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Instituto 18,,8,iki 1992,"16,2","0,8",0,0,0,"15,4","364,3","15,4","364,3","4,223","61,3","2,59","2534,08","155,34"
,1007,"AB ,,Kauno energija""",Kaunas,"-5,8",200,"1,23","666,4",Jakšto 8,,8,1901,"15,7",0,0,0,0,"15,7","330,1",14,"294,5","4,765","61,3","2,92","2858,97","175,25"
